time_hr,year,month,day,hour,interval_count.x,total_electricity_mwh_base,all_heating_electricity_mwh_base,all_cooling_electricity_mwh_base,heating_load_kbtu_base,cooling_load_kbtu_base,gas_total_mwh_base,gas_heating_mwh_base,interval_count.y,total_electricity_mwh_upg,all_heating_electricity_mwh_upg,all_cooling_electricity_mwh_upg,heating_load_kbtu_upg,cooling_load_kbtu_upg,gas_total_mwh_upg,gas_heating_mwh_upg,total_electricity_savings,heating_electricity_savings,cooling_electricity_savings,gas_total_savings,gas_heating_savings,cooling_load_ratio,heating_load_ratio,nonthermal_mwh,nonthermal_gas,cooling_mwh_scaled,heating_mwh_scaled,cooling_mwh_savings_scaled,heating_mwh_savings_scaled,total_mwh_scaled,total_mwh_savings_scaled,gas_heating_mwh_scaled,gas_total_mwh_scaled
2018-01-01,2018,1,1,0,396,0.01299355,0.0120033,4.7520000000000006e-5,4181.045,0,2.3252258707464113e-5,0,396,0.00380635,0.00279998,0,4050.398,0,2.3252258707464113e-5,0,0.0091872,0.00920332,4.7520000000000006e-5,0,0,0,0.968752548704929,9.427299999999993e-4,2.3252258707464113e-5,0,0.011628227467869874,0,0.008828247467869874,0.012570957467869874,0.008828247467869874,0,2.3252258707464113e-5
2018-01-01 01:00:00,2018,1,1,1,396,0.01325372,0.0122707,4.7520000000000006e-5,4272.724,0,2.741679861461139e-5,0,396,0.00380344,0.0028098900000000002,0,4132.647,0,2.741972932531311e-5,0,0.00945028,0.00946081,4.7520000000000006e-5,-2.9307107017221374e-9,0,0,0.9672159961654438,9.354999999999988e-4,2.741679861461139e-5,0,0.011868417324147312,0,0.009058527324147312,0.012803917324147311,0.009058527324147312,0,2.741679861461139e-5
2018-01-01 02:00:00,2018,1,1,2,396,0.01356702,0.01270896,4.7520000000000006e-5,4415.365,0,8.352525499908334e-6,0,396,0.00380205,0.00292709,0,4269.891,0,8.352525499908334e-6,0,0.009764970000000001,0.00978187,4.7520000000000006e-5,0,0,0,0.9670527804609584,8.105400000000002e-4,8.352525499908334e-6,0,0.012290235104767103,0,0.009363145104767103,0.013100775104767103,0.009363145104767103,0,8.352525499908334e-6
2018-01-01 03:00:00,2018,1,1,3,396,0.01357608,0.01282523,4.7520000000000006e-5,4464.756,0,1.0181288977783e-5,0,396,0.00375385,0.00298156,0,4325.431,0,1.0181288977783e-5,0,0.009822230000000001,0.00984367,4.7520000000000006e-5,0,0,0,0.9687944873135282,7.033300000000003e-4,1.0181288977783e-5,0,0.012425012122528082,0,0.009443452122528083,0.013128342122528083,0.009443452122528083,0,1.0181288977783e-5
2018-01-01 04:00:00,2018,1,1,4,396,0.01430541,0.01340133,4.7520000000000006e-5,4649.629,0,2.0556004861879668e-5,0,396,0.00404606,0.00311362,0,4492.357,0,2.0556004861879668e-5,0,0.01025935,0.010287709999999999,4.7520000000000006e-5,0,0,0,0.9661753658195095,8.565599999999993e-4,2.0556004861879668e-5,0,0.012948034915217966,0,0.009834414915217967,0.013804594915217966,0.009834414915217967,0,2.0556004861879668e-5
2018-01-01 05:00:00,2018,1,1,5,396,0.01467499,0.01362642,4.7520000000000006e-5,4740.635,0,2.718234175847361e-5,0,396,0.00428673,0.00320387,0,4599.418,0,2.718234175847361e-5,0,0.01038826,0.01042255,4.7520000000000006e-5,0,0,0,0.9702113746365201,0.0010010499999999999,2.718234175847361e-5,0,0.01322050767957457,0,0.010016637679574569,0.01422155767957457,0.010016637679574569,0,2.718234175847361e-5
2018-01-01 06:00:00,2018,1,1,6,396,0.01525413,0.01379662,4.7520000000000006e-5,4797.577,0,3.389073855471578e-5,0,396,0.00477573,0.00327489,0,4678.525,0,3.5086468521018446e-5,0,0.010478399999999999,0.01052173,4.7520000000000006e-5,-1.195729966302666e-6,0,0,0.9751849735814557,0.0014099899999999981,3.389073855471578e-5,0,0.013454256510213385,0,0.010179366510213384,0.014864246510213383,0.010179366510213384,0,3.389073855471578e-5
2018-01-01 07:00:00,2018,1,1,7,396,0.01546742,0.01377627,4.7520000000000006e-5,4792.798,0,4.473143744038628e-5,0,396,0.00502142,0.00328751,0,4672.141,0,4.360897524162667e-5,0,0.010446,0.01048876,4.7520000000000006e-5,1.1224621987596057e-6,0,0,0.9748253525393726,0.00164363,4.473143744038628e-5,0,0.013429457259427582,0,0.010141947259427582,0.015073087259427582,0.010141947259427582,0,4.473143744038628e-5
2018-01-01 08:00:00,2018,1,1,8,396,0.01453849,0.01281867,4.7520000000000006e-5,4456.459,0,5.4355891384842055e-5,0,396,0.00484877,0.0030913,0,4335.921,0,5.422107869256284e-5,0,0.009689719999999999,0.00972737,4.7520000000000006e-5,1.3481269227921832e-7,0,0,0.9729520679983817,0.001672299999999998,5.4355891384842055e-5,0,0.012471951485488816,0,0.009380651485488816,0.014144251485488814,0.009380651485488816,0,5.4355891384842055e-5
2018-01-01 09:00:00,2018,1,1,9,396,0.01328271,0.01157568,4.7520000000000006e-5,4018.749,0,8.005822423894595e-5,0,396,0.00456609,0.00282934,0,3906.873,0,8.006701637105111e-5,0,0.00871662,0.00874634,4.7520000000000006e-5,-8.792132105166412e-9,0,0,0.9721614860743978,0.0016595099999999995,8.005822423894595e-5,0,0.011253430271121684,0,0.008424090271121685,0.012912940271121684,0.008424090271121685,0,8.005822423894595e-5
2018-01-01 10:00:00,2018,1,1,10,396,0.0122599,0.01040715,4.7520000000000006e-5,3620.206,0,6.412101944298052e-5,0,396,0.00444001,0.00256545,0,3515.906,0,6.736238547908528e-5,0,0.00781989,0.0078417,4.7520000000000006e-5,-3.2413660361047653e-6,0,0,0.971189484797274,0.0018052299999999997,6.412101944298052e-5,0,0.01010731464670795,0,0.00754186464670795,0.01191254464670795,0.00754186464670795,0,6.412101944298052e-5
2018-01-01 11:00:00,2018,1,1,11,396,0.0115334,0.00976684,4.7520000000000006e-5,3391.024,0,9.736407093261567e-5,0,396,0.00419817,0.00241611,0,3293.479,0,9.387066377616277e-5,0,0.007335229999999999,0.007350730000000001,4.7520000000000006e-5,3.4934071564528962e-6,0,0,0.971234352809063,0.001719039999999998,9.736407093261567e-5,0,0.00948589052638967,0,0.00706978052638967,0.011204930526389668,0.00706978052638967,0,9.736407093261567e-5
