bldg_id,in.sqft,in.ground_thermal_conductivity,in.vintage,in.heating_fuel,in.hvac_heating_efficiency,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_has_ducts,out.unmet_hours.cooling.hour,out.unmet_hours.heating.hour,base_heating_size,base_cooling_size,upgrade_heating_size,sqft_conditioned,year,month,day,hour,baseline.cooling.energy.kbtu.CP,baseline.heating.energy.kbtu.CP,baseline_total_elec_kwh,baseline_cooling_total_elec_kwh,baseline_cooling_elec_kwh,baseline_cooling_fans_pumps_elec_kwh,baseline_heating_elec_kwh,baseline_heating_gas_kwh,baseline_heating_propane_kwh,baseline_heating_fuel_oil_kwh,upgrade.cooling.energy.kbtu.CP,upgrade.heating.energy.kbtu.CP,upgrade_total_elec_kwh,upgrade_cooling_total_elec_kwh,upgrade_cooling_elec_kwh,upgrade_cooling_fans_pumps_elec_kwh,upgrade_heating_elec_kwh,upgrade_heating_gas_kwh,upgrade_heating_propane_kwh,upgrade_heating_fuel_oil_kwh,time_hour
472260,2179,1.4,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,76,0,54.87,39.41,58.05,2179,2018,7,2,16,28.032,0,4.851,3.084,2.62,0.464,0,0,0,0,29.125999999999998,0,4.907,3.1430000000000002,2.493,0.65,0,0,0,0,2018-07-02 16:00:00
474640,2179,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,104.25,0,70.75,35.94,68.44,2179,2018,7,2,16,25.788,0,4.132,3.2089999999999996,2.877,0.332,0,0,0,0,28.066,0,3.629,2.706,2.01,0.696,0,0,0,0,2018-07-02 16:00:00
480304,1698,2,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,1101.25,0,35.21,20.75,46.02,1698,2018,7,2,16,15.204,0,2.025,1.5759999999999998,1.392,0.184,0,0,0,0,21.154,0,2.393,1.943,1.656,0.287,0,0,0,0,2018-07-02 16:00:00
496544,1698,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,24.25,1.25,65.3,32.56,63.69,1698,2018,7,2,16,26.485,0,4.241,3.003,2.495,0.508,0,0,0,0,24.64,0,3.5149999999999997,2.276,1.654,0.622,0,0,0,0,2018-07-02 16:00:00
497987,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,223.75,13,71.39,40.77,70.79,2179,2018,7,2,16,29.019,0,5.244,3.482,3.1260000000000003,0.356,0,0,0,0,28.083,0,4.644,2.8840000000000003,2.186,0.698,0,0,0,0,2018-07-02 16:00:00
508063,2179,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,201,0,84.8,50.77,81.61,2179,2018,7,2,16,38.343,0,5.207,4.420999999999999,3.8409999999999997,0.58,0,0,0,0,39.216,0,5.359,4.571,3.3979999999999997,1.173,0,0,0,0,2018-07-02 16:00:00
509182,1698,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,7.25,13.5,56.11,25.71,57.49,1698,2018,7,2,16,15.693999999999999,0,2.872,2.04,1.904,0.136,0,0,0,0,16.904,0,2.612,1.778,1.361,0.417,0,0,0,0,2018-07-02 16:00:00
511597,2179,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,465.75,4,55.24,29.37,58.12,2179,2018,7,2,16,21.271,0,4.484999999999999,2.418,2.234,0.184,0,0,0,0,28.240000000000002,0,5.072,3.002,2.394,0.608,0,0,0,0,2018-07-02 16:00:00
512494,1698,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,371.75,0.25,38.98,28.7,49.44,1698,2018,7,2,16,18.627000000000002,0,2.839,2.528,2.204,0.324,0,0,0,0,22.817999999999998,0,2.7279999999999998,2.416,2.015,0.401,0,0,0,0,2018-07-02 16:00:00
515126,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",0.8,Yes,0,18.75,80.55,61.1,81.33,1743.2,2018,7,2,16,37.626,0,4.756,4.302,3.58,0.722,0,0,0,0,51.147999999999996,0,5.198,4.743,3.4539999999999997,1.2890000000000001,0,0,0,0,2018-07-02 16:00:00
517553,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,0,20.5,92.15,59.33,90.21,2179,2018,7,2,16,40.667,0,6.6579999999999995,5.7330000000000005,5.045,0.688,0,0,0,0,38.658,0,4.568,3.642,2.659,0.983,0,0,0,0,2018-07-02 16:00:00
519175,1698,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,460.75,15.5,56.51,24.82,55.24,1698,2018,7,2,16,18.584,0,2.632,2.12,1.8,0.32,0,0,0,0,22.692,0,2.952,2.441,1.751,0.69,0,0,0,0,2018-07-02 16:00:00
523091,1698,1.4,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",0.6,Yes,0.25,1.25,32.05,14.5,38.53,1018.8,2018,7,2,16,6.023,0,1.697,0.803,0.684,0.11900000000000001,0,0,0,0,10.07,0,1.808,0.915,0.7000000000000001,0.215,0,0,0,0,2018-07-02 16:00:00
526418,1698,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0.5,37.5,54.56,42.47,58.21,1698,2018,7,2,16,27.666,0,4.262,3.06,2.6630000000000003,0.397,0,0,0,0,27.32,0,3.5869999999999997,2.376,1.872,0.504,0,0,0,0,2018-07-02 16:00:00
528424,1698,2,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,160,3.25,41.96,28.21,49.84,1698,2018,7,2,16,22.84,0,2.76,2.2,1.82,0.38,0,0,0,0,23.963,0,2.768,2.207,1.7269999999999999,0.48,0,0,0,0,2018-07-02 16:00:00
528873,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,37,34.75,99.58,36.59,73.56,1698,2018,7,2,16,19.692999999999998,0,2.713,1.882,1.664,0.218,0,0,0,0,18.189999999999998,0,2.347,1.517,1.0790000000000002,0.438,0,0,0,0,2018-07-02 16:00:00
533458,1698,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,358.25,0.75,24.92,16.44,35.91,1698,2018,7,2,16,11.825,0,1.974,1.452,1.256,0.196,0,0,0,0,14.024000000000001,0,1.7229999999999999,1.201,1.054,0.147,0,0,0,0,2018-07-02 16:00:00
542236,2678,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,99.25,0,72.37,42.66,70.41,2678,2018,7,2,16,31.103,0,4.885,3.9059999999999997,3.394,0.512,0,0,0,0,34.553,0,4.548,3.569,2.644,0.925,0,0,0,0,2018-07-02 16:00:00
542701,1698,1.7,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,82.75,14.75,33.17,25.57,42.52,1698,2018,7,2,16,21.786,0,2.737,2.354,2.018,0.336,0,0,0,0,23.631,0,2.385,2.003,1.6099999999999999,0.393,0,0,0,0,2018-07-02 16:00:00
544069,1698,2,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,15.75,1.75,35.57,20.91,42.05,1698,2018,7,2,16,16.146,0,2.683,1.8880000000000001,1.565,0.323,0,0,0,0,16.234,0,2.302,1.5070000000000001,1.139,0.368,0,0,0,0,2018-07-02 16:00:00
