bldg_id,in.sqft,in.ground_thermal_conductivity,in.vintage,in.heating_fuel,in.hvac_heating_efficiency,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_has_ducts,out.unmet_hours.cooling.hour,out.unmet_hours.heating.hour,base_heating_size,base_cooling_size,upgrade_heating_size,sqft_conditioned,year,month,day,hour,baseline.cooling.energy.kbtu.CP,baseline.heating.energy.kbtu.CP,baseline_total_elec_kwh,baseline_cooling_total_elec_kwh,baseline_cooling_elec_kwh,baseline_cooling_fans_pumps_elec_kwh,baseline_heating_elec_kwh,baseline_heating_gas_kwh,baseline_heating_propane_kwh,baseline_heating_fuel_oil_kwh,upgrade.cooling.energy.kbtu.CP,upgrade.heating.energy.kbtu.CP,upgrade_total_elec_kwh,upgrade_cooling_total_elec_kwh,upgrade_cooling_elec_kwh,upgrade_cooling_fans_pumps_elec_kwh,upgrade_heating_elec_kwh,upgrade_heating_gas_kwh,upgrade_heating_propane_kwh,upgrade_heating_fuel_oil_kwh,time_hour
54680,1698,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,76.75,0,32.66,16.1,43.43,1698,2018,7,2,16,10.274000000000001,0,1.794,1.354,1.254,0.1,0,0,0,0,11.807,0,1.54,1.099,0.934,0.165,0,0,0,0,2018-07-02 16:00:00
64290,1698,2,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0,44.75,76.06,43.31,74.64,1698,2018,7,2,16,20.12,0,3.001,2.3640000000000003,2.1340000000000003,0.23,0,0,0,0,18.004,0,2.23,1.594,1.1989999999999998,0.395,0,0,0,0,2018-07-02 16:00:00
75316,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 8",1,Yes,4,35,60.62,38.41,61.34,1698,2018,7,2,16,26.177,0,5.7669999999999995,4.698,4.299,0.399,0,0,0,0,26.177,0,3.501,2.431,1.889,0.542,0,0,0,0,2018-07-02 16:00:00
76417,1698,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0.5,0,71.7,47.57,72.48,1698,2018,7,2,16,32.027,0,4.557,3.88,3.3739999999999997,0.506,0,0,0,0,30.668,0,3.5839999999999996,2.907,2.172,0.735,0,0,0,0,2018-07-02 16:00:00
87329,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,188,8,53.81,29.74,55.72,1698,2018,7,2,16,22.191,0,3.4459999999999997,2.7569999999999997,2.377,0.38,0,0,0,0,25.007,0,3.0700000000000003,2.38,1.8050000000000002,0.575,0,0,0,0,2018-07-02 16:00:00
94642,2179,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,50,0,50.85,31.11,50.88,2179,2018,7,2,16,25.706,0,4.536,2.893,2.409,0.484,0,0,0,0,25.872,0,4.375,2.733,2.025,0.708,0,0,0,0,2018-07-02 16:00:00
94884,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,159,7.5,57.78,39.55,62.25,1698,2018,7,2,16,26.804000000000002,0,3.622,3.207,2.879,0.328,0,0,0,0,29.596,0,3.49,3.073,2.468,0.605,0,0,0,0,2018-07-02 16:00:00
103590,2678,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,0,2.75,88.25,58.48,85.7,2678,2018,7,2,16,35.185,0,6.115,5.296,4.763,0.533,0,0,0,0,33.885,0,4.043,3.226,2.356,0.87,0,0,0,0,2018-07-02 16:00:00
104221,2678,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0.5,0,88.79,45.97,88.17,2678,2018,7,2,16,33.165,0,5.5120000000000005,3.867,3.364,0.503,0,0,0,0,33.195,0,5.031000000000001,3.384,2.43,0.954,0,0,0,0,2018-07-02 16:00:00
127604,2678,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 8",1,Yes,38.25,17.75,56.08,33.49,73.76,2678,2018,7,2,16,20.285,0,4.314,3.838,3.746,0.092,0,0,0,0,20.755000000000003,0,2.3689999999999998,1.891,1.598,0.293,0,0,0,0,2018-07-02 16:00:00
137818,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0,60.5,73.75,37.37,73.75,1698,2018,7,2,16,21.700000000000003,0,2.909,2.3870000000000005,2.209,0.178,0,0,0,0,21.703,0,2.327,1.8039999999999998,1.361,0.443,0,0,0,0,2018-07-02 16:00:00
138315,2179,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,42.25,100.14,72.93,100.97,2179,2018,7,2,16,36.862,0,4.802,3.935,3.413,0.522,0,0,0,0,36.275,0,4.429,3.565,2.606,0.959,0,0,0,0,2018-07-02 16:00:00
154450,2678,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,106,0,101.88,52.92,99.05,2678,2018,7,2,16,38.975,0,8.415,4.848,4.212,0.636,0,0,0,0,44.851,0,8.347999999999999,4.782,3.452,1.33,0,0,0,0,2018-07-02 16:00:00
162488,1698,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,307.75,0,118.68,48.63,119.22,1698,2018,7,2,16,33.59,0,4.364,3.864,3.576,0.288,0,0,0,0,38.666,0,4.698,4.198,3,1.198,0,0,0,0,2018-07-02 16:00:00
165145,2678,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0,20.5,91.48,62.78,89.86,2678,2018,7,2,16,35.517,0,5.0649999999999995,4.155,3.63,0.525,0,0,0,0,33.549,0,4.067,3.157,2.295,0.862,0,0,0,0,2018-07-02 16:00:00
169759,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,3.75,61.5,54.34,28.97,56.82,1698,2018,7,2,16,21.112,0,3.312,2.4380000000000006,2.2300000000000004,0.208,0,0,0,0,19.45,0,2.1180000000000003,1.7060000000000002,1.336,0.37,0,0,0,0,2018-07-02 16:00:00
172710,2179,1.7,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",0.6,Yes,0,26.75,38.51,22.01,47.87,1307.3999999999999,2018,7,2,16,11.374,0,1.738,1.3449999999999998,1.164,0.181,0,0,0,0,19.547,0,1.966,1.5710000000000002,1.267,0.304,0,0,0,0,2018-07-02 16:00:00
180462,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,73.5,2.5,54.84,33.9,58.33,1698,2018,7,2,16,26.368000000000002,0,4.640000000000001,2.984,2.584,0.4,0,0,0,0,26.955,0,4.239,2.581,2.033,0.548,0,0,0,0,2018-07-02 16:00:00
184624,2678,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0,20.5,34.74,25.97,44.32,2678,2018,7,2,16,16.481,0,3.097,1.9689999999999999,1.684,0.285,0,0,0,0,16.483,0,2.6100000000000003,1.484,1.181,0.303,0,0,0,0,2018-07-02 16:00:00
193570,1698,1.7,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,546.5,9.25,20.99,15.29,31.12,1698,2018,7,2,16,11.436,0,2.237,1.39,1.206,0.184,0,0,0,0,16.404,0,2.291,1.444,1.286,0.158,0,0,0,0,2018-07-02 16:00:00
196444,2179,2,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,11.75,0,40,23.91,49.46,2179,2018,7,2,16,16.807000000000002,0,2.963,1.892,1.668,0.224,0,0,0,0,17.381,0,2.457,1.387,1.138,0.249,0,0,0,0,2018-07-02 16:00:00
197448,2179,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,26.75,19.25,60.01,40.22,61.88,2179,2018,7,2,16,30.948999999999998,0,5.931,4.492,4.008,0.484,0,0,0,0,32.007,0,4.609,3.1719999999999997,2.445,0.727,0,0,0,0,2018-07-02 16:00:00
201463,2678,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,2.25,5.75,66.5,36.05,64.89,2678,2018,7,2,16,27.944,0,4.721,3.798,3.2640000000000002,0.534,0,0,0,0,26.633,0,3.27,2.346,1.675,0.671,0,0,0,0,2018-07-02 16:00:00
212499,2179,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,646,43.5,74.18,21.53,74.18,2179,2018,7,2,16,17.92,0,3.0389999999999997,1.972,1.852,0.12,0,0,0,0,22.954,0,3.2920000000000003,2.2270000000000003,1.592,0.635,0,0,0,0,2018-07-02 16:00:00
220680,2678,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,49.25,6,64.25,36.72,64.25,2678,2018,7,2,16,26.848,0,4.772,4.07,3.6660000000000004,0.404,0,0,0,0,30.215,0,3.71,3.006,2.306,0.7,0,0,0,0,2018-07-02 16:00:00
223471,2678,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,114.25,27.75,103.06,67.94,115.13,2678,2018,7,2,16,36.027,0,6.455,5.072,4.864,0.208,0,0,0,0,36.485,0,5.779999999999999,4.399,3.423,0.976,0,0,0,0,2018-07-02 16:00:00
224407,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,40.5,4,71.68,55.34,72.23,2179,2018,7,2,16,26.187,0,3.528,3.314,2.916,0.398,0,0,0,0,25.519,0,2.6340000000000003,2.421,1.848,0.573,0,0,0,0,2018-07-02 16:00:00
224639,2678,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",0.6,Yes,1.5,0.75,128.21,48.11,97.88,1606.8,2018,7,2,16,17.351,0,3.185,2.4130000000000003,2.246,0.167,0,0,0,0,30.416,0,4.0280000000000005,3.256,2.376,0.88,0,0,0,0,2018-07-02 16:00:00
232745,2179,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,49.25,70.43,45.9,68.19,2179,2018,7,2,16,28.041,0,4.148,2.927,2.502,0.425,0,0,0,0,26.497999999999998,0,3.5919999999999996,2.3739999999999997,1.786,0.588,0,0,0,0,2018-07-02 16:00:00
233241,2678,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,3.75,0,74.45,43.85,73.12,2678,2018,7,2,16,31.977999999999998,0,4.356,3.916,3.336,0.58,0,0,0,0,30.14,0,3.362,2.922,2.108,0.8140000000000001,0,0,0,0,2018-07-02 16:00:00
235118,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,294.75,0,44.72,24.07,50.43,1698,2018,7,2,16,18.971,0,2.872,2.2119999999999997,1.876,0.336,0,0,0,0,21.682000000000002,0,2.747,2.091,1.616,0.475,0,0,0,0,2018-07-02 16:00:00
247440,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,74.5,0,61.09,33.42,58.68,1698,2018,7,2,16,27.023,0,4.639,3.1350000000000002,2.615,0.52,0,0,0,0,28.409,0,4.33,2.8280000000000003,2.047,0.781,0,0,0,0,2018-07-02 16:00:00
252719,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,513.25,0,43.09,28.26,51.2,1698,2018,7,2,16,23.004,0,3.374,2.541,2.161,0.38,0,0,0,0,30.139,0,3.977,3.146,2.491,0.655,0,0,0,0,2018-07-02 16:00:00
264120,2179,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,113,3.75,51.76,28.47,50.37,2179,2018,7,2,16,23.491,0,4.609,2.567,2.129,0.438,0,0,0,0,22.342,0,4.124,2.084,1.51,0.5740000000000001,0,0,0,0,2018-07-02 16:00:00
267798,2678,2,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,242,0,97.75,37.2,73.31,2678,2018,7,2,16,32.3,0,3.232,2.796,2.436,0.36,0,0,0,0,35.321,0,3.839,3.4,2.439,0.961,0,0,0,0,2018-07-02 16:00:00
269666,2179,1.4,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,37.75,58.5,68.43,35.57,66.62,2179,2018,7,2,16,20.974,0,3.063,2.2430000000000003,1.971,0.272,0,0,0,0,18.55,0,1.9369999999999998,1.509,1.123,0.386,0,0,0,0,2018-07-02 16:00:00
276205,2179,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,77.25,0,58.63,36.93,56.89,2179,2018,7,2,16,30.425,0,3.808,3.056,2.48,0.576,0,0,0,0,31.968,0,3.9779999999999998,3.227,2.367,0.86,0,0,0,0,2018-07-02 16:00:00
279141,2678,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",0.6,Yes,973,42.75,55.22,11.73,57.59,1606.8,2018,7,2,16,10.345,0,1.755,0.772,0.756,0.016,0,0,0,0,18.085,0,2.798,1.815,1.403,0.412,0,0,0,0,2018-07-02 16:00:00
281196,1698,1.4,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,830,0,51.33,31.96,56.41,1698,2018,7,2,16,24.544,0,4.481,2.784,2.42,0.364,0,0,0,0,31.118000000000002,0,4.77,3.137,2.4939999999999998,0.643,0,0,0,0,2018-07-02 16:00:00
286994,2678,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,3.25,14.5,38.54,26.83,48.77,2678,2018,7,2,16,16.285,0,4.808,2.5569999999999995,2.3,0.257,0,0,0,0,16.284,0,3.6900000000000004,1.437,1.198,0.239,0,0,0,0,2018-07-02 16:00:00
291013,2678,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,7.25,0,42.8,25.05,52.28,2678,2018,7,2,16,16.988,0,2.543,2.047,1.7469999999999999,0.3,0,0,0,0,18.165,0,2.081,1.585,1.2429999999999999,0.34199999999999997,0,0,0,0,2018-07-02 16:00:00
299012,2678,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,14.25,42.5,86.11,62.53,86.09,2678,2018,7,2,16,27.266,0,4.1370000000000005,3.69,3.247,0.443,0,0,0,0,26.743,0,3.248,2.799,2.074,0.725,0,0,0,0,2018-07-02 16:00:00
315832,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,175.5,0,79.05,48.01,78.45,1698,2018,7,2,16,35.022999999999996,0,5.523,4.324,3.764,0.56,0,0,0,0,42.94,0,6.047,4.847,3.6260000000000003,1.221,0,0,0,0,2018-07-02 16:00:00
331989,2179,1.7,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,41,4.5,45.8,49.57,53.17,2179,2018,7,2,16,33.807,0,5.906000000000001,3.712,3.108,0.604,0,0,0,0,35.569,0,5.582,3.386,2.519,0.867,0,0,0,0,2018-07-02 16:00:00
337272,1698,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,0,60,71.57,50.1,72.68,1698,2018,7,2,16,27.672,0,4.248,3.504,3.058,0.446,0,0,0,0,26.965,0,3.267,2.521,1.886,0.635,0,0,0,0,2018-07-02 16:00:00
338282,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,1776,2.5,43.54,15.87,52.28,2179,2018,7,2,16,12.341000000000001,0,2.024,1.3130000000000002,1.241,0.072,0,0,0,0,23.502,0,2.827,2.411,1.9329999999999998,0.478,0,0,0,0,2018-07-02 16:00:00
339954,1698,0.8,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",0.8,Yes,37.25,3,47.25,14.26,54.23,1358.4,2018,7,2,16,10.969999999999999,0,1.71,1.439,1.395,0.044,0,0,0,0,14.052,0,1.395,1.1260000000000001,0.872,0.254,0,0,0,0,2018-07-02 16:00:00
340084,2678,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,3,0,83.96,48.36,82.07,2678,2018,7,2,16,32.277,0,4.984,4.379,3.859,0.52,0,0,0,0,30.572,0,3.785,3.1809999999999996,2.3089999999999997,0.872,0,0,0,0,2018-07-02 16:00:00
357787,1698,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",0.6,Yes,322.25,4.25,22.72,7.88,31.09,1018.8,2018,7,2,16,6.208,0,1.046,0.6379999999999999,0.57,0.068,0,0,0,0,10.612,0,1.372,0.965,0.756,0.209,0,0,0,0,2018-07-02 16:00:00
358747,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,76.75,3.25,44.12,26.19,51.7,1698,2018,7,2,16,20.572,0,2.688,2.315,1.991,0.324,0,0,0,0,21.214,0,2.393,2.0220000000000002,1.6,0.422,0,0,0,0,2018-07-02 16:00:00
361023,1698,2,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,768,3.25,53.95,21.94,57.22,1698,2018,7,2,16,16.049,0,2.008,1.586,1.478,0.108,0,0,0,0,25.235,0,3.029,2.605,2.033,0.572,0,0,0,0,2018-07-02 16:00:00
367341,2678,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",0.6,Yes,85.25,42.75,115.28,33.79,85.95,1606.8,2018,7,2,16,30.521,0,3.632,2.544,2.312,0.232,0,0,0,0,55.903999999999996,0,6.641,5.552,4.006,1.546,0,0,0,0,2018-07-02 16:00:00
368769,2678,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",0.6,Yes,0,51.25,57.92,37.86,58.06,1606.8,2018,7,2,16,18.32,0,3.482,2.1390000000000002,1.79,0.349,0,0,0,0,35.66,0,4.57,3.226,2.354,0.872,0,0,0,0,2018-07-02 16:00:00
370993,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,32.5,1.25,65.23,42.91,64.72,1698,2018,7,2,16,26.412,0,3.537,2.8099999999999996,2.443,0.367,0,0,0,0,25.146,0,3.1420000000000003,2.415,1.894,0.521,0,0,0,0,2018-07-02 16:00:00
374740,2179,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,16.5,60.55,48.14,62.45,2179,2018,7,2,16,28.124,0,3.524,2.855,2.436,0.419,0,0,0,0,27.399,0,3.0869999999999997,2.421,1.846,0.575,0,0,0,0,2018-07-02 16:00:00
377683,2179,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,0,59.91,35,61.99,2179,2018,7,2,16,15.352,0,1.98,1.748,1.502,0.246,0,0,0,0,14.943,0,1.528,1.295,0.985,0.31,0,0,0,0,2018-07-02 16:00:00
380806,1698,1.7,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,3.25,0,92.42,47.38,91.38,1698,2018,7,2,16,33.09,0,4.561999999999999,3.7070000000000003,3.1180000000000003,0.589,0,0,0,0,31.665,0,3.609,2.757,2,0.757,0,0,0,0,2018-07-02 16:00:00
386946,2179,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,26.5,3.5,45.31,25.91,49.21,2179,2018,7,2,16,20.276,0,3.315,2.164,1.76,0.404,0,0,0,0,21.567,0,3.266,2.1100000000000003,1.5630000000000002,0.547,0,0,0,0,2018-07-02 16:00:00
391629,1698,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,72,0,58.93,24.9,57.54,1698,2018,7,2,16,19.95,0,2.963,2.069,1.8130000000000002,0.256,0,0,0,0,20.103,0,2.7590000000000003,1.867,1.336,0.531,0,0,0,0,2018-07-02 16:00:00
401707,2179,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,51.75,0,73.91,41.22,73.39,2179,2018,7,2,16,26.029,0,4.09,3.252,2.896,0.356,0,0,0,0,28.878999999999998,0,4.08,3.241,2.4459999999999997,0.795,0,0,0,0,2018-07-02 16:00:00
407376,2678,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,0,0,88.65,56.42,86.27,2678,2018,7,2,16,29.399,0,5.3149999999999995,4.779,4.292,0.487,0,0,0,0,27.677,0,3.381,2.847,2.0940000000000003,0.753,0,0,0,0,2018-07-02 16:00:00
414245,1698,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 8",0.6,Yes,1.25,19,38.09,13.67,49.08,1018.8,2018,7,2,16,9.847000000000001,0,2.797,1.552,1.495,0.057,0,0,0,0,16.41,0,2.58,1.335,1.093,0.242,0,0,0,0,2018-07-02 16:00:00
419320,1698,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,36.25,0.75,60.28,47.69,60.8,1698,2018,7,2,16,39.353,0,5.024,4.332,3.736,0.596,0,0,0,0,41.646,0,4.72,4.027,3.091,0.9359999999999999,0,0,0,0,2018-07-02 16:00:00
420693,2179,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,96,1.75,45.1,33.08,50.79,2179,2018,7,2,16,24.634999999999998,0,3.6270000000000002,2.952,2.516,0.436,0,0,0,0,27.875999999999998,0,3.678,3.003,2.371,0.632,0,0,0,0,2018-07-02 16:00:00
424183,2179,1.1,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,0,7.5,43.62,23.44,51.73,2179,2018,7,2,16,11.256,0,4.54,1.806,1.6520000000000001,0.154,0,0,0,0,11.26,0,3.7319999999999998,0.997,0.767,0.22999999999999998,0,0,0,0,2018-07-02 16:00:00
427573,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,34.5,96.38,62.02,93.87,2179,2018,7,2,16,32.076,0,3.823,3.473,2.979,0.494,0,0,0,0,29.743000000000002,0,3.255,2.906,2.106,0.8,0,0,0,0,2018-07-02 16:00:00
435521,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",1,Yes,6.75,1,46.28,22.03,53.64,2179,2018,7,2,16,16.731,0,3.746,2.337,2.209,0.128,0,0,0,0,17.253,0,2.835,1.427,1.124,0.303,0,0,0,0,2018-07-02 16:00:00
451150,2179,1.4,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,69.25,0,72.66,28.4,72.66,2179,2018,7,2,16,20.029,0,3.8,2.405,2.2809999999999997,0.124,0,0,0,0,25.116,0,3.726,2.33,1.725,0.605,0,0,0,0,2018-07-02 16:00:00
465439,1698,1.4,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 10",0.6,Yes,30,1.5,58.99,22.38,60.27,1018.8,2018,7,2,16,15.584,0,3.236,2.476,2.36,0.116,0,0,0,0,27.555,0,3.477,2.718,2.068,0.65,0,0,0,0,2018-07-02 16:00:00
467349,1698,1.7,1990s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,0,13.5,69.07,45.82,71.44,1698,2018,7,2,16,23.653000000000002,0,6.015,2.7089999999999996,2.351,0.358,0,0,0,0,22.756,0,5.301,1.994,1.5030000000000001,0.491,0,0,0,0,2018-07-02 16:00:00
