time_hr,cooling_kw_base,cooling_kw_upg,cooling_kw_scaled
2018-07-02,1.4299499999999998,1.1348,1.4306417398700502
2018-07-02 01:00:00,1.3094999999999999,1.02265,1.29346413032851
2018-07-02 02:00:00,1.28055,1.0001,1.2642473693104999
2018-07-02 03:00:00,1.14924999999999,0.9028,1.13936861868146
2018-07-02 04:00:00,1.02505,0.80065,1.01653815870234
2018-07-02 05:00:00,0.9556,0.7479,0.9474619567276724
2018-07-02 06:00:00,0.9659500000000001,0.75225,0.9624459051347972
2018-07-02 07:00:00,1.08585,0.8231,1.08778601271806
2018-07-02 08:00:00,1.2262499999999998,0.89495,1.24215735213188
2018-07-02 09:00:00,1.51335,1.0650499999999998,1.53578773912955
2018-07-02 10:00:00,1.85085,1.27079999999999,1.89848123817151
2018-07-02 11:00:00,1.97605,1.35575,2.05273165279607
2018-07-02 12:00:00,2.274,1.5681,2.3910345380427698
2018-07-02 13:00:00,2.4803,1.7465,2.65891584903773
2018-07-02 14:00:00,2.6254999999999997,1.8785,2.8279888898431
2018-07-02 15:00:00,2.66855,1.93805,2.86749974826709
2018-07-02 16:00:00,2.7144999999999997,2.0038,2.92522892159046
2018-07-02 17:00:00,2.7493000000000003,2.12975,3.03072847146276
2018-07-02 18:00:00,2.6665,2.0831500000000003,2.92657687189016
2018-07-02 19:00:00,2.5238,1.96595,2.69550946308082
2018-07-02 20:00:00,2.22555,1.7365499999999998,2.2967836345170296
2018-07-02 21:00:00,1.95975,1.53705,1.9833929692081
2018-07-02 22:00:00,1.75805,1.39765,1.77244168060367
2018-07-02 23:00:00,1.6153,1.2982,1.6188626439781502
