time_hr,year,month,day,hour,interval_count.x,total_electricity_mwh_base,all_heating_electricity_mwh_base,all_cooling_electricity_mwh_base,heating_load_kbtu_base,cooling_load_kbtu_base,gas_total_mwh_base,gas_heating_mwh_base,interval_count.y,total_electricity_mwh_upg,all_heating_electricity_mwh_upg,all_cooling_electricity_mwh_upg,heating_load_kbtu_upg,cooling_load_kbtu_upg,gas_total_mwh_upg,gas_heating_mwh_upg,total_electricity_savings,heating_electricity_savings,cooling_electricity_savings,gas_total_savings,gas_heating_savings,cooling_load_ratio,heating_load_ratio,nonthermal_mwh,nonthermal_gas,cooling_mwh_scaled,heating_mwh_scaled,cooling_mwh_savings_scaled,heating_mwh_savings_scaled,total_mwh_scaled,total_mwh_savings_scaled,gas_heating_mwh_scaled,gas_total_mwh_scaled
2018-01-01,2018,1,1,0,80,0.0129219,0.01211595,4.8e-5,843.901,0,9.964416385855555e-7,0,80,0.00358105,0.0027587,0,815.475,0,9.964416385855555e-7,0,0.00934085,0.009357250000000001,4.8e-5,0,0,0,0.9663159541225808,7.579500000000003e-4,9.964416385855555e-7,0,0.011707835784351483,0,0.008949135784351483,0.012465785784351483,0.008949135784351483,0,9.964416385855555e-7
2018-01-01 01:00:00,2018,1,1,1,80,0.01309255,0.01234005,4.8e-5,858.446,0,2.3577567595355277e-5,0,80,0.0035316,0.0027681,0,831.131,0,2.3577567595355277e-5,0,0.009560949999999999,0.00957195,4.8e-5,0,0,0,0.9681808756753482,7.045000000000003e-4,2.3577567595355277e-5,0,0.01194740041487758,0,0.009179300414877582,0.01265190041487758,0.009179300414877582,0,2.3577567595355277e-5
2018-01-01 02:00:00,2018,1,1,2,80,0.01373745,0.0129272,4.8e-5,896.857,0,2.3445685613777782e-7,0,80,0.00369575,0.00287285,0,858.084,0,2.3445685613777782e-7,0,0.0100417,0.01005435,4.8e-5,0,0,0,0.9567679128333725,7.622500000000008e-4,2.3445685613777782e-7,0,0.012368330162779573,0,0.009495480162779573,0.013130580162779574,0.009495480162779573,0,2.3445685613777782e-7
2018-01-01 03:00:00,2018,1,1,3,80,0.01493105,0.0141947,4.8e-5,979.697,0,5.275279263100001e-7,0,80,0.00392215,0.00315955,0,936.241,0,5.275279263100001e-7,0,0.011008899999999999,0.011035149999999999,4.8e-5,0,0,0,0.9556434285294331,6.883500000000008e-4,5.275279263100001e-7,0,0.013565071774946744,0,0.010405521774946743,0.014253421774946744,0.010405521774946743,0,5.275279263100001e-7
2018-01-01 04:00:00,2018,1,1,4,80,0.01551715,0.01458945,4.8e-5,1010.997,0,2.2844889919924725e-5,0,80,0.0042389,0.0032753500000000002,0,963.866,0,2.2844889919924725e-5,0,0.01127825,0.0113141,4.8e-5,0,0,0,0.9533816618644764,8.797000000000006e-4,2.2844889919924725e-5,0,0.013909314086688685,0,0.010633964086688685,0.014789014086688685,0.010633964086688685,0,2.2844889919924725e-5
2018-01-01 05:00:00,2018,1,1,5,80,0.0158045,0.014692750000000001,4.8e-5,1021.376,0,2.9893249157566666e-6,0,80,0.0044671,0.00331975,0,972.651,0,2.9893249157566666e-6,0,0.0113374,0.011373000000000001,4.8e-5,0,0,0,0.9522947474779121,0.0010637499999999987,2.9893249157566666e-6,0,0.013991828651006094,0,0.010672078651006094,0.015055578651006093,0.010672078651006094,0,2.9893249157566666e-6
2018-01-01 06:00:00,2018,1,1,6,80,0.0161757,0.014614,4.8e-5,1016.183,0,7.2095483262366664e-6,0,80,0.0049137,0.00331025,0,966.647,0,7.2095483262366664e-6,0,0.011262000000000001,0.011303750000000001,4.8e-5,0,0,0,0.9512528747282725,0.0015137000000000015,7.2095483262366664e-6,0,0.013901609511278975,0,0.010591359511278976,0.015415309511278976,0.010591359511278976,0,7.2095483262366664e-6
2018-01-01 07:00:00,2018,1,1,7,80,0.01622585,0.01471085,4.8e-5,1020.372,0,1.1429771736716666e-5,0,80,0.0049065,0.0033527,0,973.123,0,1.1429771736716666e-5,0,0.011319349999999999,0.01135815,4.8e-5,0,0,0,0.9536943389273717,0.0014670000000000013,1.1429771736716666e-5,0,0.014029654365809725,0,0.010676954365809725,0.015496654365809727,0.010676954365809725,0,1.1429771736716666e-5
2018-01-01 08:00:00,2018,1,1,8,80,0.0154317,0.0137554,4.8e-5,954.74,0,3.20473215233325e-5,0,80,0.00489305,0.00318075,0,911.763,0,3.20473215233325e-5,0,0.01053865,0.01057465,4.8e-5,0,0,0,0.9549856505436035,0.001628300000000001,3.20473215233325e-5,0,0.013136209617487482,0,0.009955459617487483,0.014764509617487483,0.009955459617487483,0,3.20473215233325e-5
2018-01-01 09:00:00,2018,1,1,9,80,0.01437275,0.01239735,4.8e-5,859.012,0,1.0198873241993333e-5,0,80,0.0049575,0.00294955,0,829.722,0,1.0198873241993333e-5,0,0.00941525,0.0094478,4.8e-5,0,0,0,0.9659026882045886,0.001927400000000001,1.0198873241993333e-5,0,0.011974633691613156,0,0.009025083691613155,0.013902033691613157,0.009025083691613155,0,1.0198873241993333e-5
