bldg_id,in.sqft,in.ground_thermal_conductivity,in.vintage,in.heating_fuel,in.hvac_heating_efficiency,in.hvac_cooling_efficiency,in.hvac_cooling_partial_space_conditioning,in.hvac_has_ducts,out.unmet_hours.cooling.hour,out.unmet_hours.heating.hour,base_heating_size,base_cooling_size,upgrade_heating_size,sqft_conditioned,year,month,day,hour,baseline.cooling.energy.kbtu.CP,baseline.heating.energy.kbtu.CP,baseline_total_elec_kwh,baseline_cooling_total_elec_kwh,baseline_cooling_elec_kwh,baseline_cooling_fans_pumps_elec_kwh,baseline_heating_elec_kwh,baseline_heating_gas_kwh,baseline_heating_propane_kwh,baseline_heating_fuel_oil_kwh,upgrade.cooling.energy.kbtu.CP,upgrade.heating.energy.kbtu.CP,upgrade_total_elec_kwh,upgrade_cooling_total_elec_kwh,upgrade_cooling_elec_kwh,upgrade_cooling_fans_pumps_elec_kwh,upgrade_heating_elec_kwh,upgrade_heating_gas_kwh,upgrade_heating_propane_kwh,upgrade_heating_fuel_oil_kwh,time_hour
360329,2678,1.1,1990s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",0.6,Yes,29.25,0.5,45.53,16.28,50.53,1606.8,2018,7,2,16,12.578,0,1.964,1.3609999999999998,1.205,0.156,0,0,0,0,21.967,0,2.724,2.122,1.554,0.5680000000000001,0,0,0,0,2018-07-02 16:00:00
376487,1228,1.4,2000s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,3.5,139.75,23.42,18.98,31.98,1228,2018,7,2,16,13.438,0,2.597,1.5470000000000002,1.29,0.257,0,0,0,0,13.419,0,2.161,1.109,0.891,0.218,0,0,0,0,2018-07-02 16:00:00
380183,2179,1.7,2000s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",1,Yes,206.5,0,32.29,26.93,43.01,2179,2018,7,2,16,19.464,0,-2.1510000000000002,2.128,1.804,0.324,0,0,0,0,21.408,0,-2.295,1.983,1.69,0.293,0,0,0,0,2018-07-02 16:00:00
383531,3310,1.4,2000s,Propane,"Fuel Furnace, 80% AFUE","AC, SEER 13",1,Yes,36.25,31.75,41.2,26.63,50.81,3310,2018,7,2,16,18.898,0,3.403,2.409,2.017,0.392,0,0,0,0,19.799,0,2.705,1.713,1.407,0.306,0,0,0,0,2018-07-02 16:00:00
391946,1698,1.4,1990s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",1,Yes,78.25,9.75,20.04,15.37,30.69,1698,2018,7,2,16,10.020999999999999,0,1.716,1.3279999999999998,1.168,0.16,0,0,0,0,10.53,0,1.2770000000000001,0.892,0.804,0.088,0,0,0,0,2018-07-02 16:00:00
392111,1698,1.1,1950s,Fuel Oil,"Fuel Furnace, 80% AFUE","AC, SEER 15",1,Yes,25,0,60.02,46.9,61.09,1698,2018,7,2,16,33.472,0,4.518,3.882,3.138,0.744,0,0,0,0,34.018,0,4.255,3.6199999999999997,2.832,0.788,0,0,0,0,2018-07-02 16:00:00
394439,881,2,1960s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",1,Yes,451.5,5.75,29.53,17.08,40.78,881,2018,7,2,16,13.493,0,2.141,1.528,1.34,0.188,0,0,0,0,17.581,0,2.089,1.4769999999999999,1.268,0.209,0,0,0,0,2018-07-02 16:00:00
403180,3310,1.4,1980s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",1,Yes,35.25,23.5,85.03,66.65,85.79,3310,2018,7,2,16,38.058,0,5.8260000000000005,5.405,4.861000000000001,0.544,0,0,0,0,37.627,0,3.786,3.364,2.456,0.908,0,0,0,0,2018-07-02 16:00:00
404014,1698,2,1950s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",1,Yes,6.75,2,69.59,40.04,67.12,1698,2018,7,2,16,30.486,0,4.144,3.543,2.96,0.583,0,0,0,0,28.776,0,3.1830000000000003,2.5829999999999997,1.863,0.72,0,0,0,0,2018-07-02 16:00:00
405035,5587,1.4,1970s,Fuel Oil,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",0.6,Yes,0,0,107.38,39.87,105.41,3352.2,2018,7,2,16,22.027,0,4.6579999999999995,3.354,3.13,0.224,0,0,0,0,36.496,0,4.781000000000001,3.479,2.503,0.976,0,0,0,0,2018-07-02 16:00:00
405086,5587,1.4,2010s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",1,Yes,0.75,31.75,59.28,47.09,57.62,5587,2018,7,2,16,28.047,0,4.283,3.138,2.6310000000000002,0.507,0,0,0,0,27.552999999999997,0,3.757,2.611,1.916,0.6950000000000001,0,0,0,0,2018-07-02 16:00:00
407044,1698,1.1,2000s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",0.6,Yes,141,15,70.29,24.27,71.54,1018.8,2018,7,2,16,16.683,0,2.902,2.039,1.887,0.152,0,0,0,0,31.490000000000002,0,4.253,3.391,2.549,0.842,0,0,0,0,2018-07-02 16:00:00
420882,3310,1.4,2000s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",1,Yes,23.25,0,88.26,57.52,87.58,3310,2018,7,2,16,42.558,0,6.5969999999999995,5.162,4.1739999999999995,0.988,0,0,0,0,48.799,0,6.176,4.743,3.394,1.349,0,0,0,0,2018-07-02 16:00:00
432380,1698,1.1,1970s,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",1,Yes,38,0,80.61,43.1,82.24,1698,2018,7,2,16,26.594,0,4.723,4.314,3.913,0.401,0,0,0,0,25.179,0,2.686,2.277,1.629,0.648,0,0,0,0,2018-07-02 16:00:00
434297,3310,1.4,2000s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,8.25,0,98.24,31.17,99.79,3310,2018,7,2,16,18.844,0,2.618,1.7200000000000002,1.617,0.10300000000000001,0,0,0,0,17.415,0,2.358,1.459,1.033,0.426,0,0,0,0,2018-07-02 16:00:00
442420,3310,1.7,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,258.75,17,82.3,38.13,82.3,3310,2018,7,2,16,24.917,0,4.015,3.2270000000000003,3.043,0.184,0,0,0,0,37.684,0,5.104,4.317,3.2300000000000004,1.0870000000000002,0,0,0,0,2018-07-02 16:00:00
444116,3310,1.1,1950s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",1,Yes,0,0,121.77,78.87,119.93,3310,2018,7,2,16,54.67,0,8.732,7.316,6.034,1.282,0,0,0,0,52.407000000000004,0,6.888,5.47,3.992,1.478,0,0,0,0,2018-07-02 16:00:00
450432,1228,0.8,1940s,Propane,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",1,Yes,559.75,53.5,54.96,20.67,56.68,1228,2018,7,2,16,17.078,0,2.2680000000000002,1.6480000000000001,1.532,0.116,0,0,0,0,18.27,0,1.6669999999999998,1.46,1.0870000000000002,0.373,0,0,0,0,2018-07-02 16:00:00
453102,1228,1.1,1990s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",1,Yes,317.5,21.5,16.57,11.51,24.79,1228,2018,7,2,16,8.811,0,2.922,1.024,0.8,0.224,0,0,0,0,12.407,0,2.935,1.039,0.904,0.135,0,0,0,0,2018-07-02 16:00:00
463400,1698,1.7,1950s,Fuel Oil,"Fuel Wall/Floor Furnace, 68% AFUE","AC, SEER 15",1,Yes,1021.5,0,57.18,19.05,57.64,1698,2018,7,2,16,14.697,0,2.383,1.358,1.11,0.248,0,0,0,0,18.354,0,2.7279999999999998,1.705,1.262,0.443,0,0,0,0,2018-07-02 16:00:00
495345,1698,1.1,1960s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",1,Yes,0,51.5,57.34,52.25,57.86,1698,2018,7,2,16,33.471000000000004,0,5.897,4.805,4.051,0.754,0,0,0,0,33.822,0,4.383,3.295,2.493,0.802,0,0,0,0,2018-07-02 16:00:00
496544,1698,1.1,1980s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,24.25,1.25,65.3,32.56,63.69,1698,2018,7,2,16,26.485,0,4.241,3.003,2.495,0.508,0,0,0,0,24.64,0,3.5149999999999997,2.276,1.654,0.622,0,0,0,0,2018-07-02 16:00:00
499781,2678,1.1,1990s,Natural Gas,"Fuel Furnace, 60% AFUE","AC, SEER 13",1,Yes,13.25,6.75,102.77,43.56,100.19,2678,2018,7,2,16,31.076,0,4.673,3.6929999999999996,3.359,0.334,0,0,0,0,26.753,0,3.551,2.574,1.839,0.735,0,0,0,0,2018-07-02 16:00:00
514676,1698,1.7,1960s,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","AC, SEER 10",1,Yes,6,35.25,35.79,36.56,56.99,1698,2018,7,2,16,26.92,0,4.583,3.974,3.371,0.603,0,0,0,0,25.267,0,2.832,2.221,1.708,0.513,0,0,0,0,2018-07-02 16:00:00
522591,2179,1.1,<1940,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,80.75,0,118.1,72.06,116.57,2179,2018,7,2,16,41.707,0,8.519,5.892,5.42,0.472,0,0,0,0,44.306,0,8.242,5.625,4.106,1.5190000000000001,0,0,0,0,2018-07-02 16:00:00
526495,2678,0.8,2000s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",1,Yes,3.25,2.25,45.45,30.6,49.71,2678,2018,7,2,16,22.643,0,3.3369999999999997,2.786,2.234,0.552,0,0,0,0,21.564,0,2.318,1.768,1.2850000000000001,0.483,0,0,0,0,2018-07-02 16:00:00
528349,881,1.1,1970s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",1,Yes,273.5,34.5,40.59,27.63,48.96,881,2018,7,2,16,18.178,0,2.346,1.84,1.542,0.298,0,0,0,0,16.767,0,1.938,1.4340000000000002,1.126,0.308,0,0,0,0,2018-07-02 16:00:00
535320,2179,1.1,1990s,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",1,Yes,234.5,18.5,43.9,29.22,51.98,2179,2018,7,2,16,22.047,0,4.56,3.3,2.84,0.46,0,0,0,0,24.901,0,3.6590000000000003,2.399,1.932,0.46699999999999997,0,0,0,0,2018-07-02 16:00:00
548982,2179,2,1960s,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",1,Yes,15.25,42,78.98,63.36,79.72,2179,2018,7,2,16,51.918,0,6.598,5.455,4.6,0.855,0,0,0,0,52.691,0,6.1,4.958,3.63,1.328,0,0,0,0,2018-07-02 16:00:00
