bldg_id
307973
34523
325997
508901
210461
496179
383170
411711
545640
262148
146566
149081
430026
327648
527861
237337
55134
18839
524417
428448
353041
125838
136597
73111
248292
63892
185324
436317
49110
233586
370592
282270
360663
481412
114752
118590
120852
109316
241314
350920
529842
455298
71650
529407
368554
36055
205814
150908
435514
396443
141831
70671
271452
403463
348006
64258
7917
33135
493572
406170
145767
53425
455906
213493
193124
271256
109768
332566
111704
257628
141266
281329
235549
87962
120192
306960
179704
397097
162398
525750
357279
221523
343356
354059
303100
36317
320807
78632
93163
275878
391802
439960
467759
131409
51755
193333
357801
184639
496612
365078
